"","�..id","booked","host_since","host_about","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_listings_count","host_total_listings_count","host_verifications","price","host_since_frm","days_since","email","social","phone","reviews"
"66",156805,0,"26-06-2011","We operate two traveler's hostels located in Historic West Asheville, and in Wilmington, NC. Both locations offer wifi and Internet access, full kitchen and bathroom, book exchange and common areas, and bikes to borrow.","within a few hours","100%","68%","f",6,6,"['email', 'phone', 'facebook', 'reviews']","$ 72.00",2011-06-26,2070,1,1,1,1
"67",12037386,112,"25-03-2016","","N/A","N/A","N/A","f",2,2,"['phone']","$ 45.00",2016-03-25,336,1,1,1,1
"68",12242212,0,"25-03-2016","","N/A","N/A","N/A","f",2,2,"['phone']","$ 45.00",2016-03-25,336,1,1,1,1
"69",7045303,0,"31-05-2013","I love to read, travel, and spend time with family. I also enjoy sharing how amazing Asheville is with other travelers!","within a day","90%","88%","t",2,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","$ 79.00",2013-05-31,1365,1,1,1,1
"70",2605290,0,"08-02-2014","Happy to have a home base in walkable West Asheville! 

Lover of travel, laid back people and local food!","within a few hours","100%","0%","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 125.00",2014-02-08,1112,1,1,1,1
"71",881707,112,"11-01-2013","Jakub and I have been together since 1999. We are both architects and we are both from Eastern Europe. We have two children, a boy and a girl. As a family we like hiking, mounting biking, travelling, creating art, reading and spending time with friends. We are planning a year of travel around the world November 2013- November 2014 and we are renting our house while away. We are very excited to share our home with others. We feel it is a special place and we hope you will enjoy it. What we most love about our home is its openness, the view of the trees, the quiet and the light.","within an hour","100%","100%","f",1,1,"['phone', 'facebook', 'reviews']","$ 92.00",2013-01-11,1505,1,1,1,1
"72",6197585,0,"27-04-2015","","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 80.00",2015-04-27,669,1,1,1,1
"73",8265544,0,"06-09-2015","We are both very laid back and truly love living in Asheville.  We hope to make your trip as comfortable as we can.  Tracy is a postal supervisor and Brent works as a nurse at our local VA.  We are looking forward to sharing our home with you.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'google', 'amex', 'reviews', 'kba']","$ 188.00",2015-09-06,537,1,1,1,1
"74",266511,0,"19-10-2010","My husband and I moved to Asheville from Chicago in December of 2010.  Can't live without live music, records, gettaways and our tent.  We love Airbnb and all the unique spaces we have found to stay using this site, including a barn in West Virginia and a treehouse in Santa Cruz!  Hope we see you soon!","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']","$ 95.00",2010-10-19,2320,1,1,1,1
"75",3522532,110,"25-01-2013","I'm a Sundance filmmaker who appreciates health and wellness. Yoga, dance, mediation, film etc.. I'm positive minded and energy conscious. I love my friends and family. I am easy to get along with and I appreciate good communication and follow-thru! :)  
My partner Iz is a multimedia artist, specializing in writing and circus arts. She has been renovating the guest house for the past 10 years and is happy to share it with you on your visit!","within an hour","100%","94%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 80.00",2013-01-25,1491,1,1,1,1
"76",3522134,0,"06-07-2014","Ron and I love hiking, gardening, good food and good art. We also love music, theatre, dance -- pretty much all visual and performing arts. We travel as much as we can. We both lived in Central America as children, and you'll see little bits of that around the house. 
This house has been our part-time home for years; and has served as ""The Sanctuary"" (so dubbed by our niece) for the whole family. Our daughter and son-in-law use it for weekends when he goes fly fishing and she visits friends; our son and daughter-in-law find it a nice change of pace from home. 
Our profile photo was taken when we were out sailing with good friends in San Francisco.","within an hour","100%","95%","f",1,1,"['email', 'phone', 'reviews']","$ 145.00",2014-07-06,964,1,1,1,1
"77",3569783,0,"11-07-2014","Cat and Jeff are healing arts practitioners. We are dedicated to this wonderful community and the preservation of the Appalachian mountains.","within a day","80%","100%","t",1,1,"['email', 'phone', 'reviews', 'kba']","$ 125.00",2014-07-11,959,1,1,1,1
"78",1422958,0,"02-06-2013","I'm a middle aged woman living a good life in Asheville with a home that was built to be shared. My daughter, Marina and I have have been here over 20 years and she assists with managing the rentals.We both love Asheville, and love our dogs, who you may meet in one of our locations; and consider ourselves Ambassadors of Asheville!","within a few hours","100%","100%","t",2,2,"['email', 'phone', 'reviews', 'kba']","$ 85.00",2013-06-02,1363,1,1,1,1
"79",5231708,0,"01-02-2015","Walter, my husband & I have lived in Asheville for nearly 20 years now and love all that this magical place has to offer.  My husband is a high school building construction teacher and I am a residential designer.  In our free time, we like being outdoors playing or gardening. We have stayed in a few vacation rentals over the years which have inspired us to create our own to share with you.  Enjoy!","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 195.00",2015-02-01,754,1,1,1,1
"80",11238909,111,"24-08-2013","Craig and I moved into our newly constructed West Asheville home in May 2014. Santina is a retired psychotherapist who loves gardening, cooking, and meeting with friends. Craig is an Uber driver as well as a photographer/personal historian.

Our home is a wooded oasis just 2 miles from the center of West Asheville and 4 miles from downtown.  Deer, wild turkeys and rabbits are frequent visitors.","within an hour","100%","100%","t",2,2,"['email', 'phone', 'reviews', 'kba']","$ 300.00",2013-08-24,1280,1,1,1,1
"81",6071161,110,"19-08-2012","My wife, Cathy, and I are outdoor enthusiasts who are passionate about food and food justice.  We live in beautiful Asheville, NC.  We've both traveled extensively, having spent a lot of time in youth hostels, and are more found of European style B&B experiences than the posh US interpretation of B&Bs.  We don't require a lot of fuss; just looking for a comfortable bed and pointed to coffee/tea in the morning.","within a day","100%","100%","f",1,1,"['email', 'phone', 'reviews', 'kba']","$ 160.00",2012-08-19,1650,1,1,1,1
"82",10491232,0,"23-09-2015","","within a few hours","75%","100%","f",1,1,"['email', 'phone', 'google', 'reviews', 'kba']","$ 200.00",2015-09-23,520,1,1,1,1
"83",9442229,0,"25-02-2014","Single mom, massage therapist, herbalist, energy healer, and lover of life!  I am all about good communication, integrity,  kindness, and fun.","within an hour","100%","100%","t",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 100.00",2014-02-25,1095,1,1,1,1
"84",11545230,109,"29-02-2016","Hi there! My name is Dustin and I am a local artist and bartender in Asheville, NC. I run a studio on Haywood Road in West Asheville called 474 Gallery Studio (but sometimes its still referred to as ""Spagnola,"" which is my last name.) I am currently bartending two nights a week at The Cascade Lounge which is nestled inside of the Asheville Food Park. I like to paint pictures on canvas and on walls. I love traveling and often go out of town to paint murals, sometimes alone, sometimes with friends. Places I have painted in the past include Miami, New York City, Atlanta, Memphis, Nashville, Charleston, and Kathmandu. All of this traveling has led me to stay at air bnb homes accidentally, and I love the service. I love travelling and I love exploring new places and not feeling like a tourist. I love to feel myself becoming integrated into every new place I go.  Feel free to check out my work on my website: dubyou dubyou dubyou dot dustin spagnola dot c 0 m.  I have a dog that I love very much, his name is Louie and he's a small doberman mutt.","within an hour","100%","100%","f",1,1,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","$ 75.00",2016-02-29,361,1,1,1,1
"85",9461860,0,"14-11-2015","","within a day","88%","100%","f",1,1,"[]","$ 50.00",2015-11-14,468,1,1,1,1
"86",7361005,109,"05-11-2013","I am a traveling yoga teacher, and artist.  I like to live close to the earth and healthy.","within a few hours","100%","0%","f",1,1,"['email', 'phone', 'reviews', 'jumio']","$ 86.00",2013-11-05,1207,1,1,1,1
"87",353092,0,"21-02-2012","I enjoy people, hiking, writing, genealogy, painting, fixing things (like plumbing if it isn't too complicated), puttering in the yard, dogs, cats, and maybe some day.... chickens.  (We are allowed to have chickens in the city limits but no roosters.)  Our children are grown.  I am on a part-time schedule with consulting, and love hosting with airbnb.  With each new guest I am amazed anew at how many incredibly good, gracious people there are in the world.","within an hour","100%","100%","f",2,2,"['email', 'phone', 'google', 'reviews', 'jumio']","$ 72.00",2012-02-21,1830,1,1,1,1
"88",4215788,0,"28-09-2014","My husband and I enjoy meeting people and sharing our vision for healthy homes and relationships. Our lives and work are focused on a mindful awareness, conscious communication, and community building. We love sharing our home with those wishing to visit the area to explore the beautiful Blue Ridge mountains along with the creative and progressive energy of Asheville....","within a few hours","100%","100%","t",2,2,"['email', 'phone', 'google', 'reviews', 'kba']","$ 65.00",2014-09-28,880,1,1,1,1
"89",1076053,109,"24-06-2012","I love sharing the energy these ancient mountains wrap us in while we are here.  My home is modest, but clean and I offer a chill place to return to after a great day of exploring. 

Lots to do from walking to hiking, biking, theatre, art strolls, great food. 
My joy comes from dance, biking, and gardening as well quiet times on the porch with a glass of wine or a beer and good company.

Nuthin fancy; just a gracious and clean space for good people.","within an hour","100%","75%","f",1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']","$ 75.00",2012-06-24,1706,1,1,1,1
